iter	RMSE
185	0.6403423792
186	0.6402623099
187	0.6402173639
188	0.640120661
189	0.6400737064
190	0.6400039626
191	0.6398250798
192	0.6397858825
193	0.6397257048
194	0.6395936915
195	0.6395471468
196	0.639439415
197	0.6394204517
198	0.6392764391
199	0.6391913127
200	0.6391199215
201	0.6389855258
202	0.638905873
203	0.6387414232
204	0.6386915877
205	0.6386108636
206	0.6385964711
207	0.6385580613
208	0.6382938005
209	0.6381641373
210	0.6380291436
211	0.6378124625
212	0.6377431083
213	0.6377027365
214	0.6374838009
215	0.6372908483
216	0.6371424702
217	0.6370145221
218	0.6369722903
219	0.636858728
220	0.6367367378
221	0.6366781751
222	0.6365720024
223	0.6363618604
224	0.6362979804
225	0.6360790424
226	0.6360472061
227	0.6359589413
228	0.6357740045
229	0.6356714742
230	0.6354930298
231	0.63541799
232	0.6353660322
233	0.6352987899
234	0.6351939869
235	0.6351258309
236	0.6350320528
237	0.6349201168
238	0.634831006
239	0.6347375247
240	0.6346717602
241	0.634624614
242	0.6345775494
243	0.6344364233
244	0.6343499753
245	0.6342365656
246	0.6341552395
247	0.6341127383
248	0.6340848907
249	0.6339968547
250	0.6339155011
251	0.6337689988
252	0.6337314933
253	0.6336695989
254	0.6336238084
255	0.633554236
256	0.6334699862
257	0.6333979076
258	0.6333305718
259	0.6333012771
260	0.6332689475
261	0.633233357
262	0.633175274
263	0.6331448094
264	0.6331174638
265	0.6329579619
266	0.6329004979
267	0.6328688579
268	0.6327262856
269	0.6325108388
270	0.6324222239
271	0.6323550273
272	0.6322414267
273	0.6321858145
274	0.6321604922
275	0.6321171892
276	0.6320439251
277	0.6319979646
278	0.6319379731
279	0.6318796779
280	0.6318547454
281	0.631816731
282	0.6317930236
283	0.6317727096
284	0.6317658473
285	0.6317521911
286	0.6316866033
287	0.6316499973
288	0.6315547886
289	0.6314644589
290	0.6314336841
291	0.6313181051
292	0.6312372277
293	0.6311907412
294	0.6311539325
295	0.6310401074
296	0.6309133706
297	0.6308694891
298	0.6308326588
299	0.6308045068
300	0.6307914681
301	0.630633801
302	0.630528553
303	0.6304915647
304	0.6304485601
305	0.6304119483
306	0.6303848904
307	0.6303683529
308	0.6302835737
309	0.6302118532
310	0.6301536862
311	0.6301033759
312	0.629971748
313	0.6299081006
314	0.6298720736
315	0.6297827291
316	0.6297127363
317	0.6296816539
318	0.6296672647
319	0.6296401651
320	0.6296031
321	0.629526847
322	0.6294851489
323	0.6294313554
324	0.6293080672
325	0.6292606952
326	0.629228636
327	0.6291306808
328	0.6290626828
329	0.6290534251
330	0.6290138745
331	0.6289885016
332	0.6289444479
333	0.6289102893
334	0.6288709336
335	0.6288651717
336	0.6288459555
337	0.62881156
338	0.6286949035
339	0.6286593683
340	0.628607329
341	0.6285507929
342	0.6285154581
343	0.6284499465
344	0.6284369841
345	0.6284073353
346	0.628382594
347	0.628340011
348	0.6282937284
349	0.6282662884
350	0.6282422521
351	0.6281567772
352	0.6280887155
353	0.6280789995
354	0.6280552515
355	0.6280123145
356	0.6279672261
357	0.6279291223
358	0.6278540267
359	0.6278120033
360	0.6277732242
361	0.627755183
362	0.6277204745
363	0.6277104568
364	0.6276480215
365	0.6276213379
366	0.6275157493
367	0.6274834551
368	0.627452903
369	0.6274326808
370	0.6273682598
371	0.6273373441
372	0.6273205683
373	0.6273161755
374	0.6272438641
375	0.6272096699
376	0.6271955734
377	0.6271545878
378	0.6271176391
379	0.6270680521
380	0.6270407808
381	0.627002153
382	0.6269855976
383	0.6269705847
384	0.6269100589
385	0.6267674644
386	0.6267448674
387	0.6267402149
388	0.6267192075
389	0.6266842045
390	0.6266471064
391	0.6266349961
392	0.6265683068
393	0.6265640159
394	0.6264876175
395	0.6264713952
396	0.6264271715
397	0.6264140061
398	0.626390458
399	0.6263784226
400	0.6263495583
401	0.6263202809
402	0.6262961546
403	0.6262250682
404	0.6261990013
405	0.6261762147
406	0.6261607352
407	0.6261425574
408	0.6261198744
409	0.6260948491
410	0.6260612972
411	0.6260203526
412	0.6259189173
413	0.6258771472
414	0.6258595543
415	0.6258307231
416	0.6258034904
417	0.6257724086
418	0.6257568701
419	0.6256463215
420	0.6256302602
421	0.6255887153
422	0.6255558381
423	0.625467231
424	0.6253901731
425	0.6253554091
426	0.6253379662
427	0.6253092026
428	0.6253058891
429	0.6252895276
430	0.6252707315
431	0.6252534062
432	0.6252260675
433	0.6251844031
434	0.625158511
435	0.6251423176
436	0.6251181241
437	0.6250478778
438	0.6250287705
439	0.6250241218
440	0.625012739
441	0.624931233
442	0.6249101768
443	0.6248729027
444	0.6248650569
445	0.6248481079
446	0.6248204966
447	0.6248066741
448	0.6247575912
449	0.6246995157
450	0.6246543963
451	0.6246368639
452	0.6246169569
453	0.6245724362
454	0.6245531348
455	0.6245318916
456	0.6244596532
457	0.6244112292
458	0.624401492
459	0.6243703034
460	0.6243535316
461	0.6243081417
462	0.6242582096
463	0.6242050144
464	0.6241868024
465	0.6241355633
466	0.624126297
467	0.6240403726
468	0.6240310418
469	0.6240199841
470	0.6239972944
471	0.6239944683
472	0.6239584788
473	0.6239432021
474	0.6239244814
475	0.623898882
476	0.6238809169
477	0.6238628146
478	0.6238575169
479	0.6238317476
480	0.6238251832
481	0.6238125101
482	0.6237969883
483	0.623776738
484	0.6237537813
485	0.6237200555
486	0.6237016305
487	0.6236261431
488	0.6236174641
489	0.6236002588
490	0.6235664804
491	0.6235221618
492	0.6235065976
493	0.6234925219
494	0.6234883917
495	0.6234749987
496	0.6234367579
497	0.6234262751
498	0.6234159793
499	0.6234005355
500	0.6233871089
501	0.6233829204
502	0.6233378811
503	0.6233171266
504	0.6233171184
505	0.6232828606
506	0.6232657811
507	0.6232291984
508	0.6232264113
509	0.6232124629
510	0.6231864323
511	0.6231821607
512	0.6231690842
513	0.6231579158
514	0.6231550484
515	0.6231426306
516	0.6231276208
517	0.6231276121
518	0.6231226146
519	0.6231127323
520	0.6230930538
521	0.623060467
522	0.6230604543
523	0.6230285538
524	0.6230224806
525	0.6230100713
526	0.6230030794
527	0.622989733
528	0.6229843954
529	0.6229823685
530	0.6229597072
531	0.6229596987
532	0.6229411283
533	0.6229358523
534	0.6229083427
535	0.6228828366
536	0.6228642709
537	0.6228426044
538	0.6228124459
539	0.6227885547
540	0.6227857351
541	0.6227804485
542	0.6227763531
543	0.6227729203
544	0.6227729143
545	0.622768908
546	0.6227614909
547	0.6227551366
548	0.6226950365
549	0.6226919472
550	0.622677983
551	0.6226669215
552	0.6226545458
553	0.6226459879
554	0.6226066646
555	0.6225718243
556	0.6225655308
557	0.6225427541
558	0.6225209806
559	0.6225109712
560	0.6224823277
561	0.6224700275
562	0.6224449828
563	0.6224205115
564	0.6224173418
565	0.6223996236
566	0.6223937539
567	0.6223783675
568	0.6223528307
569	0.6223358524
570	0.6223299622
571	0.6223299597
572	0.6223074091
573	0.6222908517
574	0.6222859331
575	0.6222750451
576	0.6222692993
577	0.6221980125
578	0.6221896962
579	0.6221817167
580	0.6221707882
581	0.6221655777
582	0.6221571846
583	0.6221054089
584	0.6220732842
585	0.6220643867
586	0.6220486786
587	0.6220411842
588	0.6220341857
589	0.6220065455
590	0.6219949197
591	0.6219690545
592	0.621944118
593	0.6219379735
594	0.6219226444
595	0.6219121763
596	0.6219037322
597	0.6218972012
598	0.6218841487
599	0.621878192
600	0.6218679821
601	0.6218497246
602	0.6218446328
603	0.6218316945
604	0.6217950118
605	0.6217899342
606	0.6217807911
607	0.6217790398
608	0.6217668213
609	0.6217642205
610	0.6217401663
611	0.6217156008
612	0.6217049536
613	0.6216922038
614	0.6216880631
615	0.6216831111
616	0.6216749082
617	0.6216644784
618	0.6216596431
619	0.6216448039
620	0.6215957301
621	0.6215920406
622	0.6215841473
623	0.6215791258
624	0.6215577876
625	0.6215465041
626	0.6215423232
627	0.6215370152
628	0.6215271061
629	0.6215224586
630	0.6215224566
631	0.621511385
632	0.6214610153
633	0.6214574749
634	0.6214482344
635	0.6214437207
636	0.6214437185
637	0.6214427168
638	0.6214288357
639	0.6214246147
640	0.6214196224
641	0.6214045301
642	0.6213988147
643	0.6213871345
644	0.6213805275
645	0.6213785922
646	0.6213648153
647	0.6213440399
648	0.621310728
649	0.6212910408
650	0.6212394576
651	0.6212339166
652	0.6212271775
653	0.6212187819
654	0.6212124849
655	0.6212092065
656	0.6212014331
657	0.6211605539
658	0.6211501287
659	0.6211457116
660	0.6211058906
661	0.6211019027
662	0.6210910354
663	0.6210833827
664	0.6210784822
665	0.6210711051
666	0.6210668321
667	0.6210609111
668	0.6210569484
669	0.6210382475
670	0.6210316001
671	0.6210195012
672	0.6210069917
673	0.6210055146
674	0.6209981273
675	0.6209898947
676	0.6209777292
677	0.6209458513
678	0.6209388773
679	0.6209378419
680	0.6209326679
681	0.6209182814
682	0.6209135971
683	0.6209094085
684	0.6209003565
685	0.6208970356
686	0.6208760695
687	0.6208626669
688	0.620824514
689	0.6208180444
690	0.6207983901
691	0.6207889812
692	0.6207815195
693	0.6207568446
694	0.6207419722
695	0.6207288601
696	0.6207253627
697	0.6207222683
698	0.6206955264
699	0.6206897663
700	0.6206508219
701	0.6206411559
702	0.6206332432
703	0.6206302197
704	0.6206258751
705	0.6205864281
706	0.6205774
707	0.6205685262
708	0.6205632074
709	0.6205352565
710	0.6205193783
711	0.6205104863
712	0.6204975797
713	0.6204829391
714	0.6204806498
715	0.6204597657
716	0.6204457467
717	0.6204394133
718	0.6204143801
719	0.6203872109
720	0.6203659325
721	0.6203565687
722	0.6203565671
723	0.6203427741
724	0.6203393533
725	0.620332112
726	0.6203242131
727	0.6203194065
728	0.6202981421
729	0.620294072
730	0.6202897354
731	0.6202819875
732	0.6202791947
733	0.6202558647
734	0.6202519897
735	0.6202451908
736	0.6202370218
737	0.6202166967
738	0.6202130403
739	0.6202063279
740	0.6201909737
741	0.6201688405
742	0.6201610832
743	0.620157027
744	0.6201503252
745	0.6201400014
746	0.6201351575
747	0.6201325932
748	0.6201278187
749	0.6201216675
750	0.6201075874
751	0.6201012643
752	0.6200930862
753	0.620086813
754	0.6200783129
755	0.6200704818
756	0.6200656896
757	0.6200587659
758	0.620051901
759	0.6200453273
760	0.6200422979
761	0.6200207078
762	0.6200179786
763	0.620010453
764	0.6200030547
765	0.6199984803
766	0.6199744741
767	0.6199722212
768	0.6199661946
769	0.6199534869
770	0.619943624
771	0.6199406023
772	0.619923055
773	0.6199157677
774	0.619908487
775	0.6199072285
776	0.6198886101
777	0.6198848412
778	0.6198644009
779	0.6198573529
780	0.6198535102
781	0.619851447
782	0.619846261
783	0.6198415642
784	0.6198353212
785	0.6198283075
786	0.6198234183
787	0.6198234162
788	0.6198234143
789	0.6198212152
790	0.6198212137
791	0.6198175879
792	0.6198102146
793	0.6197980924
794	0.6197797908
795	0.619778638
796	0.6197548693
797	0.6197432789
798	0.6197363666
799	0.6197334836
800	0.6197277494
801	0.6197263074
802	0.6197263065
803	0.619721768
804	0.6197217673
805	0.6197158034
806	0.6197130383
807	0.6196998712
808	0.6196740299
809	0.6196701805
810	0.619660334
811	0.6196537109
812	0.6196521189
813	0.6196502931
814	0.6196487746
815	0.6196384219
816	0.6196352129
817	0.6196278476
818	0.6196226516
819	0.6195995392
820	0.6195988
821	0.6195924893
822	0.619580261
823	0.6195717462
824	0.6195693514
825	0.6195617662
826	0.6195555764
827	0.6195497209
828	0.6195484159
829	0.6195484151
830	0.6195442845
831	0.6195296685
832	0.6195204601
833	0.6195152557
834	0.6195122226
835	0.6195073051
836	0.6194857079
837	0.6194565864
838	0.6194535208
839	0.6194476356
840	0.6194425964
841	0.6194397881
842	0.6194173861
843	0.6194150895
844	0.6194001584
845	0.6193967956
846	0.6193938904
847	0.6193822304
848	0.6193718877
849	0.6193628184
850	0.6193628174
851	0.6193497997
852	0.6193349046
853	0.6193284838
854	0.6193262945
855	0.6193228017
856	0.6193134224
857	0.6192828281
858	0.6192816971
859	0.6192770731
860	0.6192711517
861	0.6192535109
862	0.6192491679
863	0.6192395996
864	0.619213929
865	0.6192068057
866	0.619196024
867	0.6191915741
868	0.6191876847
869	0.6191876843
870	0.6191838616
871	0.6191648584
872	0.6191525973
873	0.6191508637
874	0.6191383347
875	0.6191357491
876	0.6191357485
877	0.6191108231
878	0.6190771612
879	0.6190715866
880	0.6190634082
881	0.6190606709
882	0.619057174
883	0.6190524497
884	0.6190339082
885	0.619033908
886	0.6190179877
887	0.6190165906
888	0.619011585
889	0.6189942483
890	0.6189838577
891	0.6189825513
892	0.6189809093
893	0.6189785034
894	0.618976319
895	0.6189624466
896	0.6189443678
897	0.6189214362
898	0.6189077222
899	0.6189054617
900	0.6189046091
901	0.6188939404
902	0.6188930768
903	0.6188912584
904	0.6188686346
905	0.6188538803
906	0.6188512987
907	0.6188451555
908	0.618830735
909	0.6188225399
910	0.6188186951
911	0.6188061541
912	0.6188018169
913	0.6187790733
914	0.6187760345
915	0.618749017
916	0.6187442104
917	0.6187437702
918	0.6187393248
919	0.6187393247
920	0.6187393245
921	0.6187266474
922	0.6187146921
923	0.6187116732
924	0.6187087645
925	0.6187004441
926	0.6186986697
927	0.6186966041
928	0.6186943001
929	0.618687322
930	0.6186770336
931	0.6186741277
932	0.6186690201
933	0.618667554
934	0.6186652804
935	0.6186625618
936	0.6186621144
937	0.618661088
938	0.6186556165
939	0.6186532244
940	0.618645069
941	0.618631328
942	0.6186259537
943	0.6186220312
944	0.6186196531
945	0.6186078441
946	0.618597223
947	0.6185907906
948	0.6185850091
949	0.6185697313
950	0.618568832
951	0.6185590645
952	0.6185573255
953	0.6185520704
954	0.618538225
955	0.6185329116
956	0.6185251782
957	0.6185195265
958	0.6185195257
959	0.6185155964
960	0.6185133058
961	0.6185115594
962	0.6185098078
963	0.6185058564
964	0.6185024998
965	0.6184889728
966	0.6184783724
967	0.6184727307
968	0.6184692961
969	0.6184461858
970	0.6184383176
971	0.618432321
972	0.6184242253
973	0.6184093566
974	0.618400524
975	0.6183969012
976	0.6183937552
977	0.6183806721
978	0.6183786252
979	0.6183776719
980	0.618375309
981	0.6183550932
982	0.6183469634
983	0.6183319913
984	0.6183312059
985	0.6182970946
986	0.6182908347
987	0.6182873418
988	0.6182857924
989	0.6182833623
990	0.6182788035
991	0.6182714147
992	0.6182669047
993	0.6182644791
994	0.6182609048
995	0.6182577393
996	0.6182468826
997	0.6182449935
998	0.6182420448
999	0.6182420447
1000	0.6182390224
1001	0.6182390224
1002	0.6182343872
1003	0.6182296823
1004	0.6182287814
1005	0.6182237833
1006	0.6182092399
1007	0.6182072546
1008	0.6182037731
1009	0.6181963949
1010	0.6181916164
1011	0.6181809807
1012	0.618174148
1013	0.6181685767
1014	0.6181685767
1015	0.6181637528
1016	0.6181573097
1017	0.6181500695
1018	0.6181430069
1019	0.6181379885
1020	0.6181371678
1021	0.6181333638
1022	0.6181272492
1023	0.618126555
1024	0.6181218623
1025	0.6181202075
1026	0.6181133463
1027	0.6181091419
1028	0.6181058998
1029	0.618102487
1030	0.6180904953
1031	0.6180855514
1032	0.6180850074
1033	0.6180806711
1034	0.6180731671
1035	0.6180712519
1036	0.6180700393
1037	0.6180606035
1038	0.6180509975
1039	0.6180498877
1040	0.6180484255
1041	0.6180456185
1042	0.6180385746
1043	0.6180385741
1044	0.6180366813
1045	0.6180277916
1046	0.6180243475
1047	0.6180207066
1048	0.6180185426
1049	0.6180109318
1050	0.6180103295
1051	0.6180079772
1052	0.6180056481
1053	0.618001108
1054	0.6180010505
1055	0.6179966453
1056	0.6179925068
1057	0.6179899805
1058	0.6179829079
1059	0.6179776091
1060	0.6179752848
1061	0.6179720464
1062	0.6179720459
1063	0.6179693841
1064	0.6179688459
1065	0.6179651761
1066	0.6179615566
1067	0.6179571381
1068	0.6179566221
1069	0.6179485757
1070	0.6179485754
1071	0.6179401778
1072	0.6179378259
1073	0.6179324637
1074	0.6179306602
1075	0.61792785
1076	0.6179252347
1077	0.6179237282
1078	0.617920928
1079	0.6179180469
1080	0.617917637
1081	0.6179146643
1082	0.6179092011
1083	0.6179079178
1084	0.6179073934
1085	0.6179057305
1086	0.617903565
1087	0.6179023944
1088	0.6178975781
1089	0.6178951602
1090	0.6178908486
1091	0.6178881031
1092	0.6178846488
1093	0.6178785256
1094	0.6178696861
1095	0.6178677586
1096	0.6178665104
1097	0.617865756
1098	0.6178650525
1099	0.6178605787
1100	0.6178545149
1101	0.6178512864
1102	0.6178506899
1103	0.6178456817
1104	0.6178414941
1105	0.617815939
1106	0.6178159388
1107	0.6178143509
1108	0.6177914131
1109	0.6177884908
1110	0.6177840848
1111	0.6177825208
1112	0.6177816511
1113	0.6177787069
1114	0.6177787068
1115	0.617774333
1116	0.6177710332
1117	0.6177710331
1118	0.6177530722
1119	0.6177530721
1120	0.6177503166
1121	0.6177389674
1122	0.6177359172
1123	0.6177343283
1124	0.617730764
1125	0.617730107
1126	0.6177269377
1127	0.6177198705
1128	0.6177079349
1129	0.617703525
1130	0.6177035247
1131	0.6176858909
1132	0.6176836374
1133	0.6176796826
1134	0.6176768566
1135	0.6176735859
1136	0.6176712539
1137	0.6176571981
1138	0.6176554961
1139	0.6176540497
1140	0.6176509846
1141	0.6176471461
1142	0.6176447818
1143	0.6176418515
1144	0.6176388973
1145	0.617636566
1146	0.6176364003
1147	0.6176350004
1148	0.6176328941
1149	0.617629092
1150	0.6176262492
1151	0.6176175592
1152	0.6176175586
1153	0.6176174224
1154	0.6176158909
1155	0.6176134034
1156	0.6176041988
1157	0.6176036916
1158	0.6176020454
1159	0.6175967207
1160	0.6175934252
1161	0.617587179
1162	0.6175838438
1163	0.6175823208
1164	0.6175684677
1165	0.6175679755
1166	0.6175663083
1167	0.6175441875
1168	0.6175422266
1169	0.6175306373
1170	0.6175268618
1171	0.6175256045
1172	0.6175242069
1173	0.6175145901
1174	0.6175114214
1175	0.6175084821
1176	0.6175073463
1177	0.6175057352
1178	0.6175045143
1179	0.617501443
1180	0.6175004249
1181	0.6174967748
1182	0.6174887405
1183	0.6174876375
1184	0.6174816763
1185	0.6174777643
1186	0.6174770052
1187	0.6174736466
1188	0.6174696249
1189	0.6174688774
1190	0.6174672783
1191	0.617465145
1192	0.6174645903
1193	0.6174605724
1194	0.6174546482
1195	0.6174464274
1196	0.6174404235
1197	0.6174365889
1198	0.6174323675
1199	0.6174311153
1200	0.6174293816
1201	0.6174253857
1202	0.617421886
1203	0.6174202919
1204	0.617413594
1205	0.617412855
1206	0.6173814085
1207	0.6173782025
1208	0.6173763043
1209	0.6173720933
1210	0.6173717917
1211	0.6173663177
1212	0.6173658968
1213	0.617363165
1214	0.6173623143
1215	0.6173583634
1216	0.6173569003
1217	0.6173467343
1218	0.6173451729
1219	0.6173451727
1220	0.6173434115
1221	0.6173414216
1222	0.6173412887
1223	0.6173374222
1224	0.6173358508
1225	0.6173352551
1226	0.6173342992
1227	0.6173143885
1228	0.6173089626
1229	0.6173080219
1230	0.6173015973
1231	0.6172938366
1232	0.6172908741
1233	0.6172879122
1234	0.6172848972
1235	0.6172763514
1236	0.6172752898
1237	0.6172731702
1238	0.6172721316
1239	0.6172716797
1240	0.6172675162
1241	0.6172632897
1242	0.6172620345
1243	0.6172587971
1244	0.6172520589
1245	0.6172486183
1246	0.6172432746
1247	0.617242584
1248	0.61724227
1249	0.6172406179
1250	0.6172332268
1251	0.6172332267
1252	0.6172332267
1253	0.6172330544
1254	0.6172303605
1255	0.617229535
1256	0.6172287817
1257	0.6172234326
1258	0.6172228696
1259	0.6172201691
1260	0.6172174239
1261	0.6171917549
1262	0.6171905295
1263	0.6171874704
1264	0.6171860037
1265	0.6171815274
1266	0.6171815274
1267	0.6171810458
1268	0.6171645399
1269	0.6171615288
1270	0.6171596616
1271	0.6171583078
1272	0.6171566468
1273	0.6171566468
1274	0.617155881
1275	0.6171549743
1276	0.6171517845
1277	0.6171471432
1278	0.6171464003
1279	0.6171395826
1280	0.6171368963
1281	0.6171363376
1282	0.6171331581
1283	0.6171331581
1284	0.6171327667
1285	0.617125091
1286	0.617125091
1287	0.6171183072
1288	0.6171074076
1289	0.6171069622
1290	0.6171053313
1291	0.6171034467
1292	0.6171019134
1293	0.6170983978
1294	0.617098223
1295	0.6170973279
1296	0.6170969572
1297	0.6170882817
1298	0.6170835827
1299	0.6170831302
1300	0.6170800701
1301	0.6170728688
1302	0.6170720584
1303	0.617068244
1304	0.6170614174
1305	0.6170604178
1306	0.6170569964
1307	0.6170548009
1308	0.6170466081
1309	0.6170452496
1310	0.6170441626
1311	0.6170438749
1312	0.6170423631
1313	0.6170423631
1314	0.617035944
1315	0.6170325405
1316	0.6170307319
1317	0.6170282343
1318	0.6170262862
1319	0.6170258719
1320	0.6170238191
1321	0.6170206579
1322	0.6170180358
1323	0.6170165247
1324	0.617000518
1325	0.6170005179
1326	0.6170005179
1327	0.6169989908
1328	0.6169971442
1329	0.6169942723
1330	0.6169893625
1331	0.6169890086
1332	0.6169790935
1333	0.6169787391
1334	0.616977677
1335	0.6169771262
1336	0.6169765033
1337	0.6169692712
1338	0.6169536848
1339	0.6169516356
1340	0.6169509204
1341	0.6169448762
1342	0.6169436687
1343	0.6169417195
1344	0.616938416
1345	0.6169360999
1346	0.6169346596
1347	0.6169346596
1348	0.6169263467
1349	0.6169250386
1350	0.6169235363
1351	0.6169198101
1352	0.6169186053
1353	0.6169181603
1354	0.6169169565
1355	0.6169147818
1356	0.6169065942
1357	0.616904985
1358	0.6169036319
1359	0.6169031308
1360	0.6168976398
1361	0.616894557
1362	0.6168916439
1363	0.616891099
1364	0.6168891097
1365	0.6168873219
1366	0.6168814903
1367	0.616878587
1368	0.6168768693
1369	0.6168765615
1370	0.6168758974
1371	0.6168612998
1372	0.6168526884
1373	0.6168485202
1374	0.6168474746
1375	0.6168460827
1376	0.6168425161
1377	0.6168420023
1378	0.6168313728
1379	0.6168294997
1380	0.616829037
1381	0.6168273716
1382	0.6168270948
1383	0.6168253775
1384	0.6168225152
1385	0.6168225151
1386	0.6168205437
1387	0.616818673
1388	0.6168165487
1389	0.6168094686
1390	0.6168075773
1391	0.6167928743
1392	0.6167910724
1393	0.6167838784
1394	0.6167838784
1395	0.6167830575
1396	0.6167802408
1397	0.6167757318
1398	0.616774252
1399	0.6167740457
1400	0.6167740457
1401	0.6167628248
1402	0.6167618294
1403	0.6167611722
1404	0.6167611722
1405	0.6167579425
1406	0.6167567348
1407	0.6167485719
1408	0.6167434691
1409	0.6167411029
1410	0.6167406687
1411	0.6167353949
1412	0.6167346335
1413	0.6167346237
1414	0.6167311475
1415	0.6167307115
1416	0.6167244153
1417	0.6167234067
1418	0.6167193896
1419	0.6167173094
1420	0.6167168202
1421	0.616712298
1422	0.616711814
1423	0.6167106917
1424	0.6167105157
1425	0.6167100902
1426	0.6167013059
1427	0.616698824
1428	0.6166965403
1429	0.6166955932
1430	0.6166928278
1431	0.6166894139
1432	0.616685826
1433	0.6166806951
1434	0.6166783224
1435	0.6166783224
1436	0.6166732171
1437	0.6166701733
1438	0.6166576829
1439	0.6166512509
1440	0.6166482123
1441	0.616647158
1442	0.6166448838
1443	0.6166430941
1444	0.616639893
1445	0.6166392583
1446	0.6166345842
1447	0.616634141
1448	0.6166317052
1449	0.6166301739
1450	0.6166296983
1451	0.6166273855
1452	0.6166254689
1453	0.6166224904
1454	0.616614386
1455	0.6166129771
1456	0.6166126
1457	0.6166121166
1458	0.6166086603
1459	0.6166070642
1460	0.6166065371
1461	0.6166061109
1462	0.6166028952
1463	0.6166027553
1464	0.6166022258
1465	0.6166004459
1466	0.6165988316
1467	0.6165942024
1468	0.6165927804
1469	0.6165916395
1470	0.6165911917
1471	0.616589066
1472	0.6165853752
1473	0.616578128
1474	0.6165753236
1475	0.6165646484
1476	0.6165629374
1477	0.6165617757
1478	0.6165584477
1479	0.6165579022
1480	0.6165548638
1481	0.6165544163
1482	0.6165537687
1483	0.6165472096
1484	0.6165447726
1485	0.6165435772
1486	0.6165431921
1487	0.6165359322
1488	0.6165354928
1489	0.6165348382
1490	0.6165348379
1491	0.616534798
1492	0.6165317898
1493	0.6165297996
1494	0.6165290603
1495	0.6165288846
1496	0.6165256646
1497	0.6165254936
1498	0.6165235029
1499	0.6165173854
1500	0.6165157853
1501	0.6165155426
1502	0.6165139268
1503	0.6165111774
1504	0.6165057189
1505	0.6164991782
1506	0.6164979204
1507	0.6164964069
1508	0.6164963365
1509	0.6164951745
1510	0.6164948988
1511	0.616494217
1512	0.6164935753
