iter	RMSE
1513	0.6164913428
1514	0.6164881927
1515	0.6164862353
1516	0.6164849653
1517	0.6164848505
1518	0.6164848101
1519	0.6164822746
1520	0.6164818701
1521	0.6164813435
1522	0.6164724695
1523	0.616470529
1524	0.6164689074
1525	0.6164686149
1526	0.6164671825
1527	0.6164671825
1528	0.6164645355
1529	0.616464319
1530	0.6164634752
1531	0.6164634752
1532	0.616461636
1533	0.6164551702
1534	0.6164511499
1535	0.6164511499
1536	0.6164506418
1537	0.6164492596
1538	0.6164487504
1539	0.6164461633
1540	0.6164438799
1541	0.6164429744
1542	0.6164414496
1543	0.6164368047
1544	0.616434797
1545	0.6164335339
1546	0.6164334139
1547	0.6164332995
1548	0.6164298888
1549	0.6164284301
1550	0.6164262962
1551	0.6164246787
1552	0.6164243529
1553	0.6164226441
1554	0.6164195048
1555	0.6164189549
1556	0.6164173926
1557	0.6164163246
1558	0.6164152326
1559	0.6164144725
1560	0.6164094419
1561	0.616408013
1562	0.6164068079
1563	0.616406303
1564	0.6164050024
1565	0.6164037357
1566	0.6163997807
1567	0.6163981721
1568	0.6163935627
1569	0.6163821142
1570	0.6163821142
1571	0.6163817399
1572	0.6163805283
1573	0.6163805282
1574	0.6163790615
1575	0.6163757732
1576	0.6163749639
1577	0.6163728005
1578	0.6163651935
1579	0.616364716
1580	0.616357358
1581	0.6163541009
1582	0.6163538459
1583	0.61635244
1584	0.6163476209
1585	0.6163465831
1586	0.616346583
1587	0.6163450564
1588	0.6163436821
1589	0.6163427053
1590	0.6163382005
1591	0.6163381298
1592	0.6163269091
1593	0.6163253297
1594	0.6163246437
1595	0.6163220864
1596	0.6163220862
1597	0.6163205491
1598	0.6163182413
1599	0.6163170872
1600	0.6163150225
1601	0.6163139942
1602	0.6163091006
1603	0.6163073592
1604	0.6163059823
1605	0.616305702
1606	0.6162990039
1607	0.6162987281
1608	0.6162979428
1609	0.6162976709
1610	0.6162973129
1611	0.6162900711
1612	0.6162890638
1613	0.6162862093
1614	0.6162850411
1615	0.6162824802
1616	0.6162777029
1617	0.6162748796
1618	0.6162725442
1619	0.6162719133
1620	0.6162712951
1621	0.6162674723
1622	0.6162664884
1623	0.6162658645
1624	0.6162616497
1625	0.6162612651
1626	0.6162580635
1627	0.6162564891
1628	0.6162538112
1629	0.6162532811
1630	0.6162532723
1631	0.6162532722
1632	0.6162525213
1633	0.6162509794
1634	0.6162498951
1635	0.616249895
1636	0.6162498947
1637	0.6162486856
1638	0.616247757
1639	0.6162458007
1640	0.6162358468
1641	0.6162349923
1642	0.6162341817
1643	0.6162333702
1644	0.6162315407
1645	0.6162304088
1646	0.6162287417
1647	0.616226513
1648	0.6162258021
1649	0.6162252856
1650	0.6162240743
1651	0.616222915
1652	0.6162149542
1653	0.6162138759
1654	0.6162137962
1655	0.6162039558
1656	0.6162019358
1657	0.6162004005
1658	0.6161981915
1659	0.6161979144
1660	0.6161971215
1661	0.6161970742
1662	0.6161962794
1663	0.6161961584
1664	0.6161951832
1665	0.6161938915
1666	0.6161934117
1667	0.6161926511
1668	0.6161919298
1669	0.6161915079
1670	0.6161859093
1671	0.6161852692
1672	0.6161823571
1673	0.616181597
1674	0.6161792526
1675	0.6161755523
1676	0.6161752522
1677	0.6161718928
1678	0.6161697745
1679	0.6161672552
1680	0.6161654703
1681	0.6161648481
1682	0.6161641059
1683	0.6161637378
1684	0.61615924
1685	0.6161580618
1686	0.6161576513
1687	0.6161535464
1688	0.6161507503
1689	0.6161474392
1690	0.6161468804
1691	0.6161456902
1692	0.6161440888
1693	0.6161422734
1694	0.6161388811
1695	0.616137088
1696	0.6161359992
1697	0.6161348602
1698	0.6161341544
1699	0.6161338356
1700	0.6161331262
1701	0.6161319672
1702	0.6161311669
1703	0.6161294915
1704	0.6161287708
1705	0.6161279887
1706	0.6161252692
1707	0.6161216369
1708	0.6161198293
1709	0.6161177187
1710	0.6161149165
1711	0.6161135685
1712	0.6161088017
1713	0.6161081713
1714	0.6160997108
1715	0.6160997106
1716	0.6160986918
1717	0.6160983994
1718	0.6160968579
1719	0.61609466
1720	0.6160941503
1721	0.6160924983
1722	0.6160924877
1723	0.6160911675
1724	0.6160898369
1725	0.6160883171
1726	0.6160879947
1727	0.6160874381
1728	0.6160870584
1729	0.6160816315
1730	0.6160804319
1731	0.6160801788
1732	0.6160785164
1733	0.6160770633
1734	0.6160752198
1735	0.6160737023
1736	0.6160723991
1737	0.6160721057
1738	0.6160696996
1739	0.6160693077
1740	0.6160686454
1741	0.6160668894
1742	0.6160578959
1743	0.6160510381
1744	0.6160509366
1745	0.6160508367
1746	0.6160487215
1747	0.6160482448
1748	0.6160475081
1749	0.6160453724
1750	0.6160448029
1751	0.6160417448
1752	0.6160381689
1753	0.6160338032
1754	0.6160333808
1755	0.6160290784
1756	0.6160252364
1757	0.6160240519
1758	0.6160231751
1759	0.6160217552
1760	0.6160206978
1761	0.6160200955
1762	0.6160173479
1763	0.6160171859
1764	0.6160168054
1765	0.6160166969
1766	0.6160156466
1767	0.6160143189
1768	0.6160139773
1769	0.6160137447
1770	0.6160108118
1771	0.6160099157
1772	0.6160065009
1773	0.6160033751
1774	0.6160029869
1775	0.6160029868
1776	0.6160019134
1777	0.6159982603
1778	0.6159967484
1779	0.6159963235
1780	0.6159942042
1781	0.6159934324
1782	0.615992409
1783	0.6159903256
1784	0.6159863583
1785	0.6159854418
1786	0.6159832987
1787	0.6159822251
1788	0.6159818836
1789	0.6159721899
1790	0.6159718815
1791	0.6159640972
1792	0.6159515531
1793	0.6159515352
1794	0.6159499895
1795	0.6159451705
1796	0.6159422853
1797	0.6159422694
1798	0.6159412019
1799	0.6159405573
1800	0.6159405573
1801	0.6159400149
1802	0.6159379132
1803	0.6159370345
1804	0.6159360137
1805	0.6159325672
1806	0.6159320778
1807	0.615929961
1808	0.6159298503
1809	0.6159294097
1810	0.6159291439
1811	0.6159291439
1812	0.6159291438
1813	0.6159281464
1814	0.6159265163
1815	0.615924496
1816	0.6159183658
1817	0.6159168448
1818	0.6159165142
1819	0.6159154602
1820	0.6159134063
1821	0.615912769
1822	0.6159122337
1823	0.6159077841
1824	0.6159059176
1825	0.6159058175
1826	0.615905572
1827	0.6159042473
1828	0.6159029731
1829	0.6159029731
1830	0.6159023903
1831	0.6158984912
1832	0.6158971524
1833	0.615894468
1834	0.6158925527
1835	0.6158899671
1836	0.6158889072
1837	0.6158881887
1838	0.6158874262
1839	0.6158861977
1840	0.6158861365
1841	0.6158852631
1842	0.615884792
1843	0.6158834562
1844	0.6158831035
1845	0.6158823977
1846	0.6158794908
1847	0.615879205
1848	0.6158779368
1849	0.6158770129
1850	0.6158756466
1851	0.6158754159
1852	0.6158734735
1853	0.6158706556
1854	0.6158674324
1855	0.615864099
1856	0.6158638957
1857	0.6158638039
1858	0.6158638039
1859	0.6158637394
1860	0.6158633993
1861	0.6158633254
1862	0.6158612919
1863	0.615860571
1864	0.6158596601
1865	0.6158571046
1866	0.6158562571
1867	0.6158553322
1868	0.6158548798
1869	0.6158543804
1870	0.6158527293
1871	0.6158526071
1872	0.6158491476
1873	0.6158479974
1874	0.6158464917
1875	0.6158378725
1876	0.6158373327
1877	0.615836787
1878	0.6158360685
1879	0.6158304494
1880	0.6158293344
1881	0.6158291256
1882	0.6158289643
1883	0.6158286552
1884	0.6158281602
1885	0.6158272732
1886	0.6158267725
1887	0.6158259836
1888	0.6158240657
1889	0.6158221572
1890	0.6158217057
1891	0.6158205436
1892	0.6158156046
1893	0.6158142431
1894	0.6158069912
1895	0.6158069911
1896	0.6158065618
1897	0.6158062307
1898	0.6158052758
1899	0.6158031092
1900	0.6158011081
1901	0.6158003645
1902	0.61579912
1903	0.6157983053
1904	0.6157980642
1905	0.6157979689
1906	0.6157974108
1907	0.6157974104
1908	0.6157968547
1909	0.6157941863
1910	0.6157909822
1911	0.6157858742
1912	0.615785658
1913	0.6157847796
1914	0.6157808851
1915	0.615780304
1916	0.6157799293
1917	0.6157797142
1918	0.6157724317
1919	0.6157688997
1920	0.6157683503
1921	0.6157675866
1922	0.615767412
1923	0.615765945
1924	0.6157624621
1925	0.6157622796
1926	0.615761903
1927	0.615759169
1928	0.6157584506
1929	0.6157568717
1930	0.6157560085
1931	0.6157548508
1932	0.6157546344
1933	0.6157540241
1934	0.6157537229
1935	0.615753479
1936	0.6157530144
1937	0.6157529393
1938	0.6157529392
1939	0.6157529392
1940	0.6157522643
1941	0.6157509922
1942	0.6157502877
1943	0.6157490284
1944	0.6157457724
1945	0.6157454845
1946	0.6157453293
1947	0.6157446141
1948	0.6157431191
1949	0.6157398798
1950	0.6157377855
1951	0.6157330852
1952	0.6157324093
1953	0.6157313276
1954	0.6157283737
1955	0.6157283737
1956	0.6157276511
1957	0.6157254299
1958	0.6157239239
1959	0.6157234499
1960	0.6157231744
1961	0.6157230641
1962	0.6157226343
1963	0.6157226343
1964	0.6157225584
1965	0.6157179451
1966	0.6157166983
1967	0.6157165197
1968	0.6157163183
1969	0.6157160396
1970	0.6157152393
1971	0.6157140433
1972	0.6157121957
1973	0.6157110247
1974	0.6157074493
1975	0.6157070152
1976	0.6157065015
1977	0.6157056223
1978	0.6157056223
1979	0.6157051537
1980	0.6157047918
1981	0.6157018201
1982	0.6156977647
1983	0.615697329
1984	0.615696905
1985	0.6156967719
1986	0.6156953983
1987	0.6156949532
1988	0.6156937574
1989	0.615693208
1990	0.6156922517
1991	0.6156915196
1992	0.6156910626
1993	0.6156853269
1994	0.615682307
1995	0.6156779456
1996	0.6156771493
1997	0.6156771415
1998	0.6156766892
1999	0.6156752771
2000	0.61567475
2001	0.6156744257
2002	0.6156741558
2003	0.6156732518
2004	0.6156728632
2005	0.6156720179
2006	0.6156701549
2007	0.6156696641
2008	0.6156690798
2009	0.6156673301
2010	0.6156672404
2011	0.6156670898
2012	0.6156660094
2013	0.6156658617
2014	0.6156650056
2015	0.6156643698
2016	0.6156642908
2017	0.6156642829
2018	0.6156633925
2019	0.6156626564
2020	0.6156622693
2021	0.6156622693
2022	0.615659175
2023	0.6156584145
2024	0.615656657
2025	0.6156564074
2026	0.6156561033
2027	0.6156549667
2028	0.6156544827
2029	0.6156544013
2030	0.6156534938
2031	0.6156534362
2032	0.6156482847
2033	0.6156482846
2034	0.6156437602
2035	0.6156433815
2036	0.6156427036
2037	0.6156427035
2038	0.6156427035
2039	0.6156421001
2040	0.6156418005
2041	0.6156418004
2042	0.6156415873
2043	0.6156414886
2044	0.6156414383
2045	0.6156392539
2046	0.6156380901
2047	0.6156371956
2048	0.6156364416
2049	0.6156351803
2050	0.6156342806
2051	0.6156331816
2052	0.6156331816
2053	0.6156328019
2054	0.615632035
2055	0.615632035
2056	0.6156316343
2057	0.6156313885
2058	0.6156312344
2059	0.6156303364
2060	0.6156300985
2061	0.6156300303
2062	0.6156294607
2063	0.6156286401
2064	0.6156286401
2065	0.6156279134
2066	0.6156270478
2067	0.6156269971
2068	0.6156252023
2069	0.6156239414
2070	0.6156237704
2071	0.615620882
2072	0.6156170596
2073	0.6156169927
2074	0.6156163936
2075	0.6156161056
2076	0.6156149487
2077	0.6156136985
2078	0.6156131573
2079	0.6156127397
2080	0.6156109331
2081	0.6156088745
2082	0.6156055921
2083	0.6156049206
2084	0.6156043825
2085	0.6156042212
2086	0.6156038936
2087	0.6156027677
2088	0.6156023592
2089	0.615601941
2090	0.6156014964
2091	0.6156012009
2092	0.6156011095
2093	0.6156000321
2094	0.6155997831
2095	0.6155986536
2096	0.6155971697
2097	0.6155948341
2098	0.6155946076
2099	0.6155941061
2100	0.6155937322
2101	0.6155936007
2102	0.6155934202
2103	0.6155921676
2104	0.6155919202
2105	0.615589985
2106	0.615589343
2107	0.6155884798
2108	0.6155841969
2109	0.6155800318
2110	0.6155797046
2111	0.6155795079
2112	0.6155776538
2113	0.6155723135
2114	0.6155722176
2115	0.6155698611
2116	0.6155698035
2117	0.6155692613
2118	0.6155678101
2119	0.6155678101
2120	0.6155667229
2121	0.6155662086
2122	0.6155656837
2123	0.6155637354
2124	0.615563667
2125	0.6155634414
2126	0.6155608449
2127	0.6155594646
2128	0.6155588105
2129	0.6155565005
2130	0.6155554498
2131	0.6155547894
2132	0.6155546554
2133	0.6155540242
2134	0.6155526464
2135	0.6155511145
2136	0.6155504722
2137	0.6155475545
2138	0.6155451358
2139	0.6155449502
2140	0.6155422836
2141	0.6155419322
2142	0.6155399973
2143	0.6155390651
2144	0.6155385116
2145	0.6155383977
2146	0.6155378223
2147	0.6155351064
2148	0.6155328766
2149	0.6155292312
2150	0.6155272618
2151	0.6155251445
2152	0.6155246325
2153	0.6155233063
2154	0.6155223695
2155	0.615522167
2156	0.6155219418
2157	0.615520446
2158	0.6155183303
2159	0.6155178978
2160	0.6155174758
2161	0.6155169143
2162	0.6155165034
2163	0.6155149613
2164	0.6155142913
2165	0.6155142787
2166	0.6155141161
2167	0.6155126533
2168	0.6155125251
2169	0.6155113749
2170	0.6155107788
2171	0.6155106122
2172	0.6155098075
2173	0.6155076414
2174	0.6155075109
2175	0.6155071964
2176	0.6155066111
2177	0.615506122
2178	0.6155032963
2179	0.6155010566
2180	0.6155006461
2181	0.6155002972
2182	0.6154991651
2183	0.6154973794
2184	0.6154960653
2185	0.6154954015
2186	0.6154953761
2187	0.6154938447
2188	0.6154935709
2189	0.615490333
2190	0.6154902809
2191	0.6154902809
2192	0.6154879172
2193	0.6154821607
2194	0.6154768967
2195	0.6154694646
2196	0.6154671987
2197	0.6154671562
2198	0.6154656797
2199	0.6154639661
2200	0.6154632636
2201	0.6154622998
2202	0.6154566343
2203	0.6154521706
2204	0.6154515718
2205	0.615450683
2206	0.6154500781
2207	0.6154477997
2208	0.6154462089
2209	0.615445062
2210	0.6154439697
2211	0.6154431882
2212	0.6154419709
2213	0.6154406384
2214	0.6154404563
2215	0.6154400476
2216	0.6154386247
2217	0.6154362099
2218	0.6154356236
2219	0.6154332027
2220	0.6154326053
2221	0.6154286157
2222	0.6154253096
2223	0.6154250877
2224	0.6154249414
2225	0.6154244529
2226	0.6154244518
2227	0.615424343
2228	0.6154238823
2229	0.6154233841
2230	0.6154227861
2231	0.6154220957
2232	0.6154201118
2233	0.6154191218
2234	0.6154183832
2235	0.6154171785
2236	0.6154162244
2237	0.6154159389
2238	0.6154148877
2239	0.6154138546
2240	0.615413283
2241	0.6154113741
2242	0.615409134
2243	0.6154090734
2244	0.6154090734
2245	0.615406138
2246	0.6154030194
2247	0.615402694
2248	0.6154025454
2249	0.6154008728
2250	0.615395128
2251	0.6153910382
2252	0.6153906075
2253	0.6153886087
2254	0.6153862173
2255	0.6153862173
2256	0.6153852237
2257	0.615385099
2258	0.615385099
2259	0.6153849435
2260	0.6153844543
2261	0.6153837694
2262	0.6153796564
2263	0.6153795739
2264	0.6153779768
2265	0.6153778054
2266	0.6153764609
2267	0.6153746942
2268	0.6153732807
2269	0.6153731687
2270	0.6153728986
2271	0.6153728986
2272	0.6153724055
2273	0.6153710359
2274	0.6153698667
2275	0.6153697842
2276	0.6153691859
2277	0.6153687157
2278	0.6153687157
2279	0.6153680781
2280	0.615367637
2281	0.615367318
2282	0.6153672549
2283	0.6153669178
2284	0.6153665638
2285	0.6153647188
2286	0.6153643925
2287	0.6153637522
2288	0.6153635831
2289	0.6153607962
2290	0.61536059
2291	0.615360194
2292	0.6153594516
2293	0.6153576256
2294	0.6153575562
2295	0.6153574893
2296	0.6153571893
2297	0.6153568102
2298	0.6153523423
2299	0.6153514686
2300	0.6153511022
2301	0.6153508791
2302	0.6153480499
2303	0.6153478854
2304	0.6153478854
2305	0.6153467929
2306	0.6153452444
2307	0.6153451018
2308	0.6153449001
2309	0.6153439066
2310	0.6153432899
2311	0.6153398183
2312	0.615339666
2313	0.6153395459
2314	0.6153389644
2315	0.6153388845
2316	0.6153357626
2317	0.6153351965
2318	0.615334986
2319	0.6153346937
2320	0.6153346372
2321	0.6153334837
2322	0.6153326746
2323	0.6153319083
2324	0.6153317098
2325	0.6153316172
2326	0.6153315798
2327	0.6153305121
2328	0.6153294683
2329	0.6153282427
2330	0.6153281668
2331	0.6153267986
2332	0.6153267986
2333	0.615325348
2334	0.6153208734
2335	0.6153208734
2336	0.6153202314
2337	0.6153185516
2338	0.6153164681
2339	0.6153162081
2340	0.6153151484
2341	0.6153150902
2342	0.6153136354
2343	0.615313493
2344	0.6153128291
2345	0.6153103775
2346	0.6153079301
2347	0.615305577
2348	0.6153054574
2349	0.6153047241
2350	0.6153046128
2351	0.6153042503
2352	0.6153031301
2353	0.6153024921
2354	0.6153024032
2355	0.6152992284
2356	0.6152947559
2357	0.6152934387
2358	0.6152932803
2359	0.6152931059
2360	0.61529241
2361	0.615291748
2362	0.615290984
2363	0.6152907911
2364	0.6152906207
2365	0.6152890784
2366	0.6152890423
2367	0.6152884458
2368	0.6152880564
2369	0.6152833962
2370	0.6152831674
2371	0.6152821895
2372	0.6152817875
2373	0.6152805153
2374	0.6152767094
2375	0.6152761292
2376	0.6152759073
2377	0.6152745122
2378	0.6152739982
2379	0.6152718675
2380	0.6152717941
2381	0.6152711723
2382	0.615270823
2383	0.6152704885
2384	0.6152685893
2385	0.6152681435
2386	0.6152659064
2387	0.615264818
2388	0.6152606213
2389	0.6152594468
2390	0.615258336
2391	0.6152569939
2392	0.6152567276
2393	0.6152565482
2394	0.6152565191
2395	0.6152561513
2396	0.6152553784
2397	0.6152550078
2398	0.6152531843
2399	0.6152531118
2400	0.6152510431
2401	0.6152509751
2402	0.6152509067
2403	0.6152508538
2404	0.6152498176
2405	0.6152493857
2406	0.6152486216
2407	0.6152485971
2408	0.6152467486
2409	0.6152465478
2410	0.6152457832
2411	0.6152457181
2412	0.6152442511
2413	0.6152440397
2414	0.615243608
2415	0.6152434339
2416	0.615243172
2417	0.615243172
2418	0.6152429423
2419	0.6152411953
2420	0.6152408628
2421	0.6152375619
2422	0.6152372349
2423	0.6152371544
2424	0.6152367888
2425	0.6152365218
2426	0.6152348468
2427	0.6152339949
2428	0.6152337254
2429	0.6152337143
2430	0.6152337143
2431	0.6152322989
2432	0.6152311831
2433	0.615230827
2434	0.6152302702
2435	0.6152265271
2436	0.6152247519
2437	0.6152233286
2438	0.6152233279
2439	0.6152232921
2440	0.6152229637
2441	0.6152227536
2442	0.6152213076
2443	0.6152213001
2444	0.615220972
2445	0.6152209105
2446	0.6152208754
2447	0.6152207797
2448	0.6152204369
2449	0.6152204369
2450	0.6152204369
2451	0.6152201551
2452	0.6152199451
2453	0.6152198649
2454	0.6152191254
2455	0.6152191251
2456	0.6152182471
2457	0.615216901
2458	0.6152168419
2459	0.6152166675
2460	0.6152162911
2461	0.6152147252
2462	0.6152140857
2463	0.6152137309
2464	0.6152122665
2465	0.6152122509
2466	0.6152120427
2467	0.6152116114
2468	0.6152114528
2469	0.6152111425
2470	0.6152110888
2471	0.6152109671
2472	0.6152109249
2473	0.6152104278
2474	0.615210304
2475	0.6152099463
2476	0.6152089795
2477	0.6152084404
2478	0.6152080385
2479	0.6152077931
2480	0.6152074888
2481	0.6152069516
2482	0.6152055404
2483	0.6152051942
2484	0.6152049754
2485	0.6152048193
2486	0.6152045286
2487	0.6152042465
2488	0.6152036758
2489	0.6152036756
2490	0.6152026601
2491	0.6152026599
2492	0.6152024928
2493	0.615201865
2494	0.6152016743
2495	0.6152005406
2496	0.6152005254
2497	0.6151999476
2498	0.6151997996
2499	0.6151995553
2500	0.6151992333
2501	0.615198479
2502	0.6151981895
2503	0.6151979891
2504	0.6151977272
2505	0.6151973754
2506	0.6151972785
2507	0.6151959618
2508	0.6151958889
2509	0.6151948531
2510	0.615194035
2511	0.6151888918
2512	0.6151883376
2513	0.6151871462
2514	0.6151860417
2515	0.6151860409
2516	0.6151854449
2517	0.6151838374
2518	0.6151836339
2519	0.6151826895
2520	0.6151825379
2521	0.6151824646
2522	0.6151821564
2523	0.6151794709
2524	0.6151790047
2525	0.6151788432
2526	0.6151775206
2527	0.6151774644
2528	0.6151768835
2529	0.6151754307
2530	0.6151753229
2531	0.6151727588
2532	0.6151727588
2533	0.6151724896
2534	0.6151719716
2535	0.6151718794
2536	0.6151717937
2537	0.6151711893
2538	0.615170945
2539	0.615167376
2540	0.6151671081
2541	0.6151670032
2542	0.615165915
2543	0.6151650756
2544	0.615164964
2545	0.615164757
2546	0.6151642177
2547	0.6151640299
2548	0.6151639827
2549	0.6151618322
2550	0.6151608754
2551	0.6151608754
2552	0.6151606557
2553	0.615159999
2554	0.6151583509
2555	0.6151565387
2556	0.6151563941
2557	0.6151553228
2558	0.6151543406
2559	0.6151530357
2560	0.6151526595
2561	0.6151523321
2562	0.6151509212
2563	0.615149485
2564	0.6151494846
2565	0.6151491594
2566	0.6151489223
2567	0.6151485123
2568	0.6151476811
2569	0.6151473689
2570	0.6151471196
2571	0.6151469592
2572	0.6151467552
2573	0.6151467551
2574	0.6151466242
2575	0.615146549
2576	0.6151462647
2577	0.6151460239
2578	0.6151458212
2579	0.6151456196
2580	0.6151453734
2581	0.6151445221
2582	0.6151444465
2583	0.6151443538
2584	0.6151441731
2585	0.6151440498
2586	0.6151425694
2587	0.6151424223
2588	0.6151420405
2589	0.6151393777
2590	0.6151380443
2591	0.6151373951
2592	0.6151335078
2593	0.6151325568
2594	0.615132538
2595	0.6151325378
2596	0.615132347
2597	0.6151320924
2598	0.61513158
2599	0.6151305023
2600	0.6151296987
2601	0.6151291088
2602	0.6151276558
2603	0.6151270787
2604	0.6151265764
2605	0.6151262402
2606	0.6151261785
2607	0.615124786
2608	0.6151228545
2609	0.6151228544
2610	0.6151228232
2611	0.6151214437
2612	0.6151200027
2613	0.6151188606
2614	0.6151179249
2615	0.615114293
2616	0.6151141379
2617	0.6151122045
2618	0.615111754
2619	0.6151109845
2620	0.6151081553
2621	0.6151079942
2622	0.6151072477
2623	0.6151066452
2624	0.6151062689
2625	0.6151060333
2626	0.6151059571
2627	0.615105502
2628	0.6151042905
2629	0.6151038216
2630	0.6151035809
2631	0.6151035809
2632	0.615102974
2633	0.6151024569
2634	0.6151023184
2635	0.6151009767
2636	0.6151007931
2637	0.6150993405
2638	0.6150992089
2639	0.615099087
2640	0.6150986507
2641	0.6150984401
2642	0.6150978063
2643	0.615097598
2644	0.6150972099
2645	0.6150970863
2646	0.6150970829
2647	0.6150970137
2648	0.6150969315
2649	0.6150966919
2650	0.6150966
2651	0.6150950117
2652	0.6150945714
2653	0.6150938866
2654	0.6150933009
2655	0.6150923316
2656	0.6150920763
2657	0.615088597
2658	0.6150884108
2659	0.6150880267
2660	0.6150880266
2661	0.6150878827
2662	0.6150878059
2663	0.6150868144
2664	0.6150867534
2665	0.6150865936
2666	0.6150864526
2667	0.615086049
2668	0.6150854603
2669	0.6150832276
2670	0.6150828506
2671	0.6150822668
2672	0.6150816271
2673	0.6150805831
2674	0.6150795869
2675	0.6150779783
2676	0.6150773035
2677	0.6150773034
2678	0.6150768414
2679	0.6150768063
2680	0.6150766378
2681	0.6150757201
2682	0.615075563
2683	0.6150747959
2684	0.6150747709
2685	0.6150731992
2686	0.6150730986
2687	0.6150719374
2688	0.6150718354
2689	0.6150716807
2690	0.6150714373
2691	0.6150711714
2692	0.6150710766
2693	0.6150710452
2694	0.6150704366
2695	0.6150703204
2696	0.61507021
2697	0.6150701347
2698	0.6150698093
2699	0.6150695631
2700	0.6150695398
2701	0.6150675783
2702	0.6150670592
2703	0.6150665316
2704	0.6150662293
2705	0.615066
2706	0.6150658349
2707	0.615065385
2708	0.6150651043
2709	0.6150639524
2710	0.6150639186
2711	0.6150639185
2712	0.6150636252
2713	0.615063566
2714	0.6150629501
2715	0.6150626502
2716	0.6150621798
2717	0.6150621138
2718	0.6150616296
2719	0.6150611984
2720	0.615060069
2721	0.6150586442
2722	0.6150576649
2723	0.6150573757
2724	0.6150572288
2725	0.6150571063
2726	0.6150569916
2727	0.6150565749
2728	0.6150555039
2729	0.6150542883
2730	0.6150517519
2731	0.6150496277
2732	0.6150495113
2733	0.6150494237
2734	0.6150490238
2735	0.6150488243
2736	0.615048589
2737	0.6150483347
2738	0.6150482694
2739	0.6150473497
2740	0.6150470561
2741	0.6150444618
2742	0.6150438398
2743	0.6150416813
2744	0.6150389849
2745	0.6150389414
2746	0.6150372961
2747	0.6150361231
2748	0.6150360365
2749	0.6150359487
2750	0.6150358303
2751	0.6150337596
2752	0.615032171
2753	0.6150320438
2754	0.6150310651
2755	0.615029531
2756	0.6150288198
2757	0.6150287947
2758	0.6150287051
2759	0.6150282187
2760	0.6150277968
2761	0.6150275374
2762	0.6150274493
2763	0.6150268039
2764	0.6150265864
2765	0.6150259487
2766	0.6150252208
2767	0.6150222372
2768	0.6150221592
2769	0.615020351
2770	0.6150200349
2771	0.6150199065
2772	0.6150196741
2773	0.6150181569
2774	0.6150181259
2775	0.615018075
2776	0.615018075
2777	0.6150179393
2778	0.6150169531
2779	0.6150168502
2780	0.6150163216
2781	0.6150147582
2782	0.6150144973
2783	0.6150129052
2784	0.6150123131
2785	0.6150110483
2786	0.6150105798
2787	0.6150101989
2788	0.6150100269
2789	0.6150095426
2790	0.6150092991
2791	0.6150060569
2792	0.6150059828
2793	0.6150030354
2794	0.6150020518
2795	0.6150001922
2796	0.6150000719
2797	0.614999755
2798	0.6149996891
2799	0.6149996837
2800	0.6149992966
2801	0.6149991884
2802	0.6149988868
2803	0.6149984702
2804	0.6149984448
2805	0.6149969886
2806	0.6149969654
2807	0.6149963082
2808	0.6149951829
2809	0.6149948984
2810	0.6149940077
2811	0.6149937934
2812	0.6149937265
2813	0.6149935196
2814	0.6149931321
2815	0.6149931321
2816	0.6149928958
2817	0.6149913126
2818	0.6149906717
2819	0.6149906184
2820	0.6149898795
2821	0.6149896818
2822	0.6149896283
2823	0.6149894432
2824	0.6149893073
2825	0.6149891279
2826	0.6149873861
2827	0.6149871951
2828	0.6149868917
2829	0.6149868866
2830	0.6149852264
2831	0.6149848113
2832	0.6149816993
2833	0.6149813325
2834	0.614980896
2835	0.6149804409
2836	0.6149804409
2837	0.6149794961
2838	0.6149793998
2839	0.6149784393
2840	0.6149778275
2841	0.6149769998
2842	0.6149767223
2843	0.6149764485
2844	0.6149763944
2845	0.6149763903
2846	0.6149751274
2847	0.6149750781
2848	0.6149741735
2849	0.6149721115
2850	0.6149720492
2851	0.6149716539
2852	0.6149709814
2853	0.6149709814
2854	0.6149708881
2855	0.6149704705
2856	0.6149704515
2857	0.6149692272
2858	0.6149685492
2859	0.6149683144
2860	0.6149679623
2861	0.6149678628
2862	0.6149676809
2863	0.6149674577
2864	0.614965538
2865	0.6149652717
2866	0.6149649392
2867	0.6149648268
2868	0.6149646775
2869	0.6149643159
2870	0.6149638244
2871	0.6149638244
2872	0.6149629802
2873	0.6149626269
2874	0.6149623561
2875	0.6149619579
2876	0.6149615734
2877	0.614960241
2878	0.6149598314
2879	0.6149596676
2880	0.6149592238
2881	0.6149582321
2882	0.6149577673
2883	0.6149575399
2884	0.614957455
2885	0.6149573847
2886	0.6149560812
2887	0.6149554787
2888	0.6149549206
2889	0.6149548146
2890	0.61495471
2891	0.6149541297
2892	0.6149541297
2893	0.6149538037
2894	0.6149537551
2895	0.6149535963
2896	0.6149535963
2897	0.6149535248
2898	0.6149533631
2899	0.6149533629
2900	0.6149531554
2901	0.6149531069
2902	0.614953016
2903	0.6149530024
2904	0.6149527673
2905	0.6149496426
2906	0.6149485909
2907	0.6149485909
2908	0.6149484977
2909	0.6149482478
2910	0.6149482411
2911	0.61494721
2912	0.6149471354
2913	0.6149468583
2914	0.6149467713
2915	0.6149467562
2916	0.6149463663
2917	0.6149460184
2918	0.6149450201
2919	0.6149448795
2920	0.6149448724
2921	0.6149440157
2922	0.6149431
2923	0.6149430936
2924	0.6149429165
