iter	Passed	Remaining
1672	14306	71209
1673	14315	71199
1674	14323	71188
1675	14331	71180
1676	14339	71169
1677	14350	71172
1678	14366	71198
1679	14379	71211
1680	14393	71231
1681	14416	71292
1682	14431	71317
1683	14445	71335
1684	14461	71362
1685	14474	71375
1686	14486	71385
1687	14500	71402
1688	14514	71420
1689	14529	71446
1690	14541	71454
1691	14553	71459
1692	14566	71474
1693	14579	71484
1694	14591	71495
1695	14605	71512
1696	14617	71521
1697	14630	71534
1698	14642	71542
1699	14654	71546
1700	14665	71549
1701	14676	71554
1702	14689	71567
1703	14702	71579
1704	14711	71573
1705	14722	71575
1706	14732	71573
1707	14742	71573
1708	14753	71574
1709	14763	71574
1710	14778	71595
1711	14790	71602
1712	14802	71608
1713	14813	71612
1714	14825	71620
1715	14831	71601
1716	14842	71601
1717	14855	71613
1718	14869	71630
1719	14884	71651
1720	14896	71662
1721	14909	71674
1722	14922	71683
1723	14934	71693
1724	14949	71713
1725	14963	71732
1726	14978	71752
1727	14995	71785
1728	15010	71804
1729	15065	72018
1730	15080	72038
1731	15093	72052
1732	15108	72073
1733	15121	72082
1734	15135	72098
1735	15150	72121
1736	15163	72132
1737	15176	72144
1738	15192	72172
1739	15208	72197
1740	15221	72209
1741	15234	72217
1742	15247	72231
1743	15261	72247
1744	15272	72248
1745	15284	72254
1746	15297	72265
1747	15309	72273
1748	15320	72274
1749	15334	72289
1750	15346	72296
1751	15360	72314
1752	15374	72327
1753	15388	72346
1754	15401	72354
1755	15416	72379
1756	15433	72407
1757	15448	72426
1758	15461	72435
1759	15472	72438
1760	15482	72437
1761	15493	72436
1762	15505	72444
1763	15515	72441
1764	15525	72437
1765	15535	72435
1766	15545	72429
1767	15556	72434
1768	15565	72425
1769	15578	72434
1770	15593	72456
1771	15610	72485
1772	15626	72509
1773	15639	72521
1774	15653	72533
1775	15657	72503
1776	15664	72487
1777	15672	72475
1778	15680	72463
1779	15692	72465
1780	15702	72466
1781	15710	72453
1782	15718	72437
1783	15724	72419
1784	15735	72416
1785	15742	72402
1786	15751	72394
1787	15760	72387
1788	15768	72374
1789	15779	72375
1790	15792	72384
1791	15806	72400
1792	15819	72409
1793	15861	72551
1794	15873	72556
1795	15893	72600
1796	15902	72592
1797	15909	72576
1798	15917	72562
1799	15924	72546
1800	15929	72516
1801	15936	72502
1802	15946	72498
1803	15954	72483
1804	15961	72468
1805	15971	72464
1806	15979	72453
1807	15990	72450
1808	16002	72459
1809	16017	72478
1810	16029	72482
1811	16036	72463
1812	16043	72448
1813	16054	72448
1814	16060	72428
1815	16070	72422
1816	16077	72405
1817	16085	72392
1818	16092	72375
1819	16100	72362
1820	16108	72349
1821	16114	72330
1822	16121	72314
1823	16130	72304
1824	16138	72290
1825	16145	72273
1826	16152	72257
1827	16159	72241
1828	16166	72225
1829	16171	72197
1830	16178	72178
1831	16185	72162
1832	16197	72168
1833	16208	72171
1834	16222	72182
1835	16233	72185
1836	16245	72187
1837	16256	72192
1838	16264	72178
1839	16274	72173
1840	16281	72154
1841	16287	72136
1842	16295	72122
1843	16303	72109
1844	16311	72095
1845	16317	72078
1846	16326	72066
1847	16333	72050
1848	16341	72036
1849	16348	72023
1850	16359	72020
1851	16367	72008
1852	16376	72001
1853	16389	72013
1854	16403	72023
1855	16415	72030
1856	16427	72032
1857	16442	72053
1858	16452	72048
1859	16467	72066
1860	16479	72071
1861	16491	72078
1862	16505	72089
1863	16518	72097
1864	16533	72117
1865	16545	72122
1866	16557	72129
1867	16570	72136
1868	16582	72142
1869	16595	72152
1870	16613	72182
1871	16628	72200
1872	16679	72372
1873	16696	72400
1874	16715	72435
1875	16733	72462
1876	16745	72470
1877	16761	72489
1878	16778	72516
1879	16797	72549
1880	16816	72586
1881	16837	72630
1882	16859	72676
1883	16879	72714
1884	16896	72740
1885	16912	72761
1886	16925	72770
1887	16940	72788
1888	16957	72812
1889	16977	72850
1890	16989	72853
1891	17001	72859
1892	17015	72872
1893	17029	72883
1894	17042	72891
1895	17048	72870
1896	17060	72873
1897	17073	72880
1898	17085	72883
1899	17097	72889
1900	17110	72896
1901	17123	72905
1902	17137	72919
1903	17148	72919
1904	17160	72921
1905	17171	72922
1906	17184	72926
1907	17190	72906
1908	17203	72915
1909	17216	72922
1910	17231	72937
1911	17243	72944
1912	17255	72946
1913	17269	72958
1914	17282	72966
1915	17295	72972
1916	17307	72976
1917	17320	72982
1918	17332	72989
1919	17348	73009
1920	17361	73014
1921	17373	73017
1922	17386	73026
1923	17398	73028
1924	17412	73041
1925	17425	73049
1926	17437	73051
1927	17451	73063
1928	17463	73069
1929	17477	73077
1930	17525	73232
1931	17546	73272
1932	17558	73276
1933	17572	73289
1934	17585	73295
1935	17597	73299
1936	17611	73309
1937	17623	73310
1938	17628	73286
1939	17637	73277
1940	17653	73297
1941	17669	73318
1942	17683	73329
1943	17696	73333
1944	17711	73348
1945	17722	73349
1946	17733	73348
1947	17746	73353
1948	17759	73361
1949	17773	73370
1950	17785	73377
1951	17799	73384
1952	17811	73389
1953	17822	73389
1954	17835	73393
1955	17842	73377
1956	17855	73381
1957	17867	73386
1958	17881	73398
1959	17893	73398
1960	17906	73406
1961	17918	73409
1962	17928	73405
1963	17937	73392
1964	17948	73392
1965	17962	73403
1966	17975	73410
1967	17987	73413
1968	17999	73416
1969	18010	73414
1970	18023	73419
1971	18036	73427
1972	18048	73429
1973	18061	73435
1974	18076	73450
1975	18093	73472
1976	18108	73488
1977	18123	73503
1978	18131	73488
1979	18146	73503
1980	18158	73506
1981	18172	73514
1982	18189	73538
1983	18205	73557
1984	18219	73567
1985	18236	73590
1986	18255	73618
1987	18273	73645
1988	18289	73665
1989	18337	73810
1990	18350	73818
1991	18374	73865
1992	18388	73878
1993	18405	73899
1994	18416	73897
1995	18427	73896
1996	18438	73892
1997	18446	73877
1998	18457	73877
1999	18475	73900
2000	18490	73916
2001	18505	73931
2002	18522	73953
2003	18538	73970
2004	18553	73981
2005	18562	73972
2006	18573	73971
2007	18582	73960
2008	18592	73951
2009	18600	73939
2010	18610	73931
2011	18618	73919
2012	18627	73909
2013	18639	73909
2014	18652	73916
2015	18662	73907
2016	18675	73915
2017	18689	73925
2018	18705	73942
2019	18719	73950
2020	18730	73950
2021	18738	73935
2022	18749	73931
2023	18758	73920
2024	18767	73911
2025	18775	73898
2026	18784	73888
2027	18793	73875
2028	18800	73856
2029	18807	73841
2030	18814	73823
2031	18821	73804
2032	18830	73792
2033	18834	73762
2034	18842	73747
2035	18848	73728
2036	18859	73724
2037	18863	73694
2038	18867	73666
2039	18887	73699
2040	18903	73715
2041	18910	73699
2042	18923	73701
2043	18935	73704
2044	18946	73700
2045	18957	73699
2046	18965	73685
2047	18973	73669
2048	18981	73655
2049	18990	73645
2050	18997	73629
2051	19005	73613
2052	19010	73587
2053	19020	73582
2054	19033	73585
2055	19040	73570
2056	19054	73576
2057	19065	73576
2058	19076	73574
2059	19086	73565
2060	19096	73558
2061	19105	73548
2062	19114	73538
2063	19160	73670
2064	19168	73658
2065	19183	73668
2066	19200	73692
2067	19212	73691
2068	19226	73698
2069	19238	73699
2070	19249	73698
2071	19260	73696
2072	19271	73693
2073	19286	73705
2074	19305	73731
2075	19330	73783
2076	19355	73835
2077	19382	73893
2078	19399	73910
2079	19413	73922
2080	19428	73933
2081	19440	73932
2082	19451	73931
2083	19467	73945
2084	19479	73945
2085	19490	73943
2086	19501	73939
2087	19516	73954
2088	19532	73970
2089	19551	73995
2090	19563	73998
2091	19576	74002
2092	19588	74003
2093	19602	74008
2094	19614	74010
2095	19628	74017
2096	19640	74018
2097	19653	74023
2098	19663	74016
2099	19675	74018
2100	19686	74015
2101	19698	74013
2102	19710	74014
2103	19726	74029
2104	19740	74040
2105	19753	74044
2106	19769	74059
2107	19786	74078
2108	19797	74074
2109	19812	74085
2110	19824	74087
2111	19837	74091
2112	19849	74090
2113	19862	74095
2114	19873	74092
2115	19886	74093
2116	19897	74092
2117	19909	74093
2118	19921	74091
2119	19930	74083
2120	19945	74091
2121	20000	74252
2122	20013	74257
2123	20034	74289
2124	20047	74293
2125	20059	74291
2126	20070	74290
2127	20083	74293
2128	20096	74295
2129	20110	74305
2130	20124	74313
2131	20135	74309
2132	20149	74316
2133	20163	74322
2134	20178	74333
2135	20191	74336
2136	20203	74337
2137	20217	74344
2138	20232	74356
2139	20244	74357
2140	20258	74362
2141	20271	74365
2142	20284	74369
2143	20297	74374
2144	20311	74380
2145	20322	74376
2146	20333	74373
2147	20344	74369
2148	20355	74366
2149	20367	74363
2150	20380	74367
2151	20396	74383
2152	20409	74384
2153	20422	74388
2154	20434	74388
2155	20447	74391
2156	20458	74389
2157	20471	74393
2158	20485	74397
2159	20496	74395
2160	20509	74398
2161	20523	74405
2162	20538	74413
2163	20551	74418
2164	20565	74426
2165	20578	74428
2166	20591	74432
2167	20606	74440
2168	20619	74445
2169	20634	74454
2170	20648	74461
2171	20663	74473
2172	20679	74486
2173	20695	74498
2174	20709	74506
2175	20724	74517
2176	20740	74531
2177	20794	74679
2178	20812	74701
2179	20834	74736
2180	20853	74759
2181	20866	74765
2182	20880	74771
2183	20894	74775
2184	20908	74784
2185	20923	74791
2186	20933	74786
2187	20948	74795
2188	20962	74800
2189	20977	74811
2190	20993	74822
2191	21001	74808
2192	21015	74815
2193	21030	74822
2194	21038	74809
2195	21046	74793
2196	21056	74785
2197	21063	74767
2198	21071	74749
2199	21080	74740
2200	21088	74724
2201	21097	74713
2202	21107	74706
2203	21114	74687
2204	21124	74679
2205	21136	74676
2206	21148	74677
2207	21163	74685
2208	21175	74684
2209	21187	74684
2210	21198	74678
2211	21210	74676
2212	21217	74658
2213	21224	74641
2214	21231	74622
2215	21239	74606
2216	21246	74589
2217	21254	74574
2218	21261	74553
2219	21269	74537
2220	21275	74518
2221	21285	74507
2222	21293	74493
2223	21303	74487
2224	21312	74475
2225	21319	74456
2226	21325	74434
2227	21333	74417
2228	21345	74415
2229	21357	74415
2230	21367	74407
2231	21378	74403
2232	21390	74403
2233	21402	74400
2234	21414	74400
2235	21458	74509
2236	21472	74516
2237	21486	74519
2238	21492	74499
2239	21500	74484
2240	21507	74465
2241	21516	74452
2242	21524	74436
2243	21531	74418
2244	21536	74392
2245	21547	74389
2246	21562	74398
2247	21576	74404
2248	21593	74421
2249	21605	74418
2250	21615	74410
2251	21629	74416
2252	21641	74415
2253	21653	74414
2254	21666	74413
2255	21672	74393
2256	21685	74394
2257	21696	74392
2258	21704	74374
2259	21715	74371
2260	21728	74374
2261	21740	74372
2262	21755	74379
2263	21766	74376
2264	21781	74382
2265	21792	74377
2266	21806	74384
2267	21820	74390
2268	21834	74395
2269	21844	74388
2270	21856	74386
2271	21864	74371
2272	21877	74373
2273	21891	74378
2274	21904	74380
2275	21918	74383
2276	21930	74383
2277	21942	74382
2278	21951	74368
2279	21967	74382
2280	21984	74395
2281	21998	74400
2282	22010	74399
2283	22060	74526
2284	22083	74562
2285	22099	74572
2286	22110	74568
2287	22121	74564
2288	22135	74568
2289	22146	74563
2290	22159	74565
2291	22173	74570
2292	22188	74576
2293	22200	74575
2294	22212	74574
2295	22225	74574
2296	22237	74574
2297	22250	74574
2298	22264	74581
2299	22276	74579
2300	22288	74575
2301	22302	74579
2302	22314	74578
2303	22327	74579
2304	22334	74562
2305	22347	74563
2306	22361	74565
2307	22373	74566
2308	22386	74566
2309	22399	74567
2310	22412	74570
2311	22427	74576
2312	22437	74567
2313	22448	74562
2314	22461	74565
2315	22474	74564
2316	22488	74570
2317	22501	74572
2318	22515	74574
2319	22527	74572
2320	22537	74566
2321	22550	74565
2322	22562	74565
2323	22573	74559
2324	22586	74560
2325	22597	74554
2326	22608	74548
2327	22624	74559
2328	22635	74555
2329	22649	74557
2330	22661	74555
2331	22706	74662
2332	22713	74643
2333	22732	74666
2334	22746	74670
2335	22754	74653
2336	22767	74653
2337	22781	74657
2338	22793	74655
2339	22807	74659
2340	22822	74667
2341	22835	74668
2342	22851	74678
2343	22874	74712
2344	22892	74730
2345	22908	74740
2346	22923	74746
2347	22934	74741
2348	22947	74741
2349	22958	74738
2350	22970	74734
2351	22984	74738
2352	22997	74739
2353	23008	74734
2354	23021	74733
2355	23034	74735
2356	23047	74735
2357	23062	74744
2358	23078	74752
2359	23091	74753
2360	23106	74759
2361	23119	74762
2362	23132	74761
2363	23145	74762
2364	23156	74756
2365	23169	74756
2366	23180	74752
2367	23193	74752
2368	23205	74749
2369	23219	74752
2370	23231	74750
2371	23245	74754
2372	23260	74761
2373	23275	74768
2374	23323	74881
2375	23342	74899
2376	23357	74907
2377	23374	74919
2378	23385	74914
2379	23398	74914
2380	23411	74913
2381	23425	74918
2382	23439	74920
2383	23454	74927
2384	23469	74935
2385	23482	74934
2386	23495	74934
2387	23508	74936
2388	23523	74943
2389	23532	74929
2390	23542	74919
2391	23550	74905
2392	23559	74891
2393	23565	74871
2394	23572	74851
2395	23580	74835
2396	23590	74827
2397	23598	74809
2398	23604	74788
2399	23611	74769
2400	23620	74757
2401	23627	74739
2402	23639	74735
2403	23650	74729
2404	23663	74728
2405	23674	74721
2406	23687	74723
2407	23699	74719
2408	23711	74717
2409	23723	74712
2410	23730	74696
2411	23738	74679
2412	23747	74666
2413	23754	74648
2414	23763	74636
2415	23770	74617
2416	23779	74606
2417	23783	74577
2418	23791	74561
2419	23800	74549
2420	23808	74534
2421	23816	74516
2422	23824	74501
2423	23831	74483
2424	23841	74475
2425	23854	74475
2426	23867	74473
2427	23879	74470
2428	23890	74465
2429	23936	74566
2430	23947	74561
2431	23961	74563
2432	23974	74563
2433	23985	74556
2434	23998	74557
2435	24005	74539
2436	24013	74522
2437	24021	74507
2438	24026	74484
2439	24034	74467
2440	24042	74451
2441	24053	74446
2442	24072	74463
2443	24086	74466
2444	24103	74478
2445	24118	74485
2446	24130	74481
2447	24144	74485
2448	24155	74477
2449	24162	74458
2450	24167	74436
2451	24174	74416
2452	24183	74404
2453	24191	74388
2454	24198	74368
2455	24202	74343
2456	24214	74338
2457	24228	74342
2458	24240	74337
2459	24253	74337
2460	24266	74338
2461	24280	74341
2462	24295	74347
2463	24307	74342
2464	24320	74342
2465	24331	74334
2466	24343	74332
2467	24357	74335
2468	24368	74329
2469	24379	74323
2470	24390	74316
2471	24403	74316
2472	24415	74313
2473	24428	74311
2474	24438	74302
2475	24450	74299
2476	24462	74296
2477	24474	74292
2478	24486	74289
2479	24496	74279
2480	24509	74280
2481	24522	74278
2482	24564	74365
2483	24580	74373
2484	24593	74374
2485	24612	74391
2486	24628	74401
2487	24643	74404
2488	24655	74403
2489	24661	74382
2490	24676	74387
2491	24684	74369
2492	24696	74366
2493	24708	74362
2494	24722	74366
2495	24737	74370
2496	24748	74363
2497	24760	74360
2498	24775	74366
2499	24786	74359
2500	24799	74357
2501	24811	74355
2502	24824	74354
2503	24837	74353
2504	24848	74348
2505	24861	74346
2506	24872	74340
2507	24887	74343
2508	24898	74338
2509	24911	74336
2510	24924	74335
2511	24937	74334
2512	24949	74330
2513	24961	74329
2514	24973	74325
2515	24986	74324
2516	24998	74320
2517	25011	74320
2518	25023	74315
2519	25036	74314
2520	25047	74309
2521	25059	74304
2522	25073	74305
2523	25085	74302
2524	25100	74306
2525	25114	74310
2526	25131	74319
2527	25144	74320
2528	25160	74326
2529	25211	74438
2530	25239	74481
2531	25261	74508
2532	25271	74498
2533	25289	74510
2534	25302	74509
2535	25313	74503
2536	25328	74507
2537	25344	74516
2538	25360	74524
2539	25377	74533
2540	25391	74535
2541	25407	74541
2542	25420	74541
2543	25432	74536
2544	25441	74524
2545	25450	74510
2546	25458	74495
2547	25468	74485
2548	25475	74468
2549	25484	74453
2550	25492	74437
2551	25496	74410
2552	25504	74394
2553	25512	74379
2554	25521	74366
2555	25535	74367
2556	25547	74364
2557	25561	74365
2558	25573	74362
2559	25585	74358
2560	25598	74357
2561	25610	74352
2562	25623	74350
2563	25634	74343
2564	25640	74322
2565	25647	74304
2566	25655	74287
2567	25661	74267
2568	25668	74247
2569	25676	74232
2570	25683	74212
2571	25690	74193
2572	25696	74172
2573	25700	74146
2574	25707	74126
2575	25714	74107
2576	25726	74105
2577	25736	74094
2578	25748	74089
2579	25760	74087
2580	25772	74081
2581	25815	74166
2582	25826	74158
2583	25838	74155
2584	25854	74164
2585	25863	74151
2586	25870	74132
2587	25878	74116
2588	25885	74098
2589	25893	74081
2590	25901	74065
2591	25908	74046
2592	25915	74027
2593	25922	74010
2594	25933	74001
2595	25938	73978
2596	25950	73974
2597	25962	73968
2598	25974	73964
2599	25986	73961
2600	25998	73957
2601	26011	73955
2602	26022	73949
2603	26028	73928
2604	26036	73910
2605	26045	73899
2606	26052	73879
2607	26060	73863
2608	26067	73845
2609	26072	73821
2610	26079	73802
2611	26086	73785
2612	26093	73765
2613	26100	73749
2614	26107	73730
2615	26115	73713
2616	26126	73706
2617	26136	73698
2618	26149	73695
2619	26162	73693
2620	26174	73690
2621	26184	73681
2622	26196	73676
2623	26207	73667
2624	26217	73657
2625	26227	73648
2626	26239	73644
2627	26251	73639
2628	26263	73636
2629	26276	73634
2630	26287	73628
2631	26295	73612
2632	26308	73609
2633	26320	73604
2634	26332	73599
2635	26343	73593
2636	26353	73584
2637	26366	73582
2638	26378	73577
2639	26422	73662
2640	26435	73659
2641	26456	73681
2642	26472	73689
2643	26486	73688
2644	26501	73693
2645	26515	73695
2646	26528	73692
2647	26544	73698
2648	26560	73705
2649	26581	73726
2650	26602	73746
2651	26620	73759
2652	26637	73768
2653	26651	73767
2654	26662	73761
2655	26680	73772
2656	26694	73772
2657	26708	73773
2658	26725	73784
2659	26742	73792
2660	26751	73780
2661	26766	73783
2662	26780	73783
2663	26795	73788
2664	26808	73787
2665	26823	73790
2666	26839	73797
2667	26853	73796
2668	26864	73789
2669	26878	73790
2670	26892	73791
2671	26907	73795
2672	26919	73789
2673	26932	73787
2674	26947	73791
2675	26962	73794
2676	26974	73790
2677	26982	73772
2678	27029	73864
2679	27039	73855
2680	27050	73846
2681	27069	73859
2682	27083	73861
2683	27097	73860
2684	27109	73855
2685	27123	73857
2686	27136	73854
2687	27150	73855
2688	27165	73859
2689	27181	73865
2690	27195	73866
2691	27210	73869
2692	27222	73863
2693	27231	73851
2694	27242	73843
2695	27255	73840
2696	27266	73833
2697	27277	73826
2698	27288	73818
2699	27300	73812
2700	27312	73807
2701	27324	73802
2702	27338	73802
2703	27349	73795
2704	27361	73791
2705	27373	73786
2706	27385	73780
2707	27397	73775
2708	27411	73774
2709	27426	73777
2710	27438	73773
2711	27446	73758
2712	27458	73751
2713	27469	73743
2714	27482	73741
2715	27494	73738
2716	27507	73733
2717	27520	73731
2718	27532	73726
2719	27545	73723
2720	27559	73726
2721	27571	73720
2722	27584	73717
2723	27595	73710
2724	27610	73712
2725	27659	73806
2726	27669	73795
2727	27680	73787
2728	27702	73809
2729	27714	73803
2730	27727	73802
2731	27741	73800
2732	27753	73796
2733	27764	73787
2734	27778	73789
2735	27792	73788
2736	27805	73785
2737	27818	73781
2738	27837	73796
2739	27855	73806
2740	27872	73814
2741	27886	73815
2742	27898	73809
2743	27912	73809
2744	27926	73808
2745	27938	73804
2746	27949	73795
2747	27962	73794
2748	27974	73787
2749	27986	73781
2750	27998	73777
2751	28011	73773
2752	28025	73773
2753	28036	73766
2754	28047	73758
2755	28059	73752
2756	28072	73749
2757	28079	73731
2758	28086	73713
2759	28096	73703
2760	28104	73686
2761	28113	73672
2762	28120	73654
2763	28128	73639
2764	28135	73620
2765	28143	73603
2766	28149	73583
2767	28156	73566
2768	28164	73548
2769	28174	73537
2770	28186	73531
2771	28198	73527
2772	28211	73523
2773	28223	73518
2774	28265	73591
2775	28277	73587
2776	28284	73567
2777	28294	73556
2778	28311	73564
2779	28323	73558
2780	28330	73541
2781	28338	73525
2782	28348	73514
2783	28355	73495
2784	28361	73475
2785	28368	73456
2786	28375	73437
2787	28384	73424
2788	28397	73422
2789	28409	73416
2790	28420	73408
2791	28433	73405
2792	28445	73400
2793	28456	73392
2794	28469	73389
2795	28481	73383
2796	28490	73370
2797	28498	73354
2798	28505	73335
2799	28513	73321
2800	28521	73305
2801	28529	73289
2802	28537	73272
2803	28544	73255
2804	28551	73237
2805	28560	73223
2806	28567	73204
2807	28575	73189
2808	28582	73171
2809	28592	73161
2810	28606	73160
2811	28618	73153
2812	28629	73146
2813	28641	73141
2814	28654	73137
2815	28660	73116
2816	28672	73111
2817	28684	73104
2818	28695	73097
2819	28703	73081
2820	28710	73064
2821	28717	73045
2822	28724	73028
2823	28732	73010
2824	28739	72994
2825	28746	72973
2826	28753	72956
2827	28760	72937
2828	28768	72921
2829	28774	72903
2830	28782	72886
2831	28789	72867
2832	28796	72850
2833	28807	72842
2834	28820	72838
2835	28832	72833
2836	28840	72817
2837	28853	72814
2838	28897	72889
2839	28911	72889
2840	28927	72894
2841	28957	72932
2842	28977	72947
2843	28990	72946
2844	29003	72942
2845	29017	72941
2846	29030	72938
2847	29042	72933
2848	29056	72932
2849	29071	72934
2850	29087	72937
2851	29101	72936
2852	29115	72935
2853	29121	72916
2854	29133	72910
2855	29145	72904
2856	29157	72899
2857	29171	72899
2858	29184	72896
2859	29199	72895
2860	29210	72889
2861	29221	72880
2862	29233	72874
2863	29246	72870
2864	29259	72866
2865	29270	72858
2866	29281	72850
2867	29292	72843
2868	29304	72837
2869	29317	72834
2870	29328	72826
2871	29336	72809
2872	29348	72805
2873	29360	72798
2874	29373	72795
2875	29386	72791
2876	29398	72785
2877	29411	72781
2878	29424	72780
2879	29439	72781
2880	29453	72780
2881	29467	72778
2882	29518	72868
2883	29531	72864
2884	29541	72855
2885	29559	72864
2886	29572	72861
2887	29585	72858
2888	29599	72855
2889	29612	72852
2890	29628	72857
2891	29641	72854
2892	29649	72838
2893	29664	72839
2894	29678	72837
2895	29692	72836
2896	29699	72818
2897	29713	72817
2898	29727	72815
2899	29735	72800
2900	29747	72794
2901	29759	72788
2902	29772	72784
2903	29781	72773
2904	29795	72770
2905	29808	72766
2906	29822	72766
2907	29828	72744
2908	29841	72740
2909	29856	72742
2910	29869	72739
2911	29880	72731
2912	29893	72727
2913	29905	72721
2914	29918	72718
2915	29929	72709
2916	29940	72701
2917	29948	72684
2918	29959	72676
2919	29968	72662
2920	29977	72650
2921	29988	72641
2922	29997	72629
2923	30007	72617
2924	30018	72608
2925	30026	72594
2926	30039	72589
2927	30055	72593
2928	30071	72595
2929	30084	72592
2930	30097	72588
2931	30141	72660
2932	30153	72654
2933	30164	72646
2934	30181	72652
2935	30194	72648
2936	30201	72630
2937	30209	72614
2938	30216	72596
2939	30225	72581
2940	30232	72564
2941	30240	72548
2942	30252	72541
2943	30263	72533
2944	30276	72531
2945	30289	72526
2946	30296	72507
2947	30307	72499
2948	30320	72496
2949	30332	72488
2950	30342	72478
2951	30354	72471
2952	30360	72452
2953	30368	72436
2954	30377	72423
2955	30381	72397
2956	30389	72381
2957	30396	72363
2958	30404	72347
2959	30408	72322
2960	30414	72302
2961	30421	72283
2962	30428	72266
2963	30435	72248
2964	30442	72230
2965	30452	72218
2966	30464	72214
2967	30476	72206
2968	30488	72199
2969	30501	72197
2970	30512	72189
2971	30519	72170
2972	30532	72167
2973	30545	72162
2974	30557	72155
2975	30567	72145
2976	30575	72129
2977	30582	72111
2978	30589	72094
2979	30597	72078
2980	30604	72061
2981	30613	72046
2982	30619	72026
2983	30629	72017
2984	30637	71999
2985	30645	71984
2986	30649	71960
2987	30655	71940
2988	30665	71928
2989	30678	71924
2990	30689	71916
2991	30702	71911
2992	30708	71891
2993	30751	71958
2994	30761	71947
2995	30772	71940
2996	30785	71935
2997	30799	71934
2998	30813	71931
2999	30824	71923
3000	30832	71907
3001	30841	71894
3002	30849	71880
3003	30860	71870
3004	30871	71862
3005	30883	71857
3006	30895	71850
3007	30907	71842
3008	30921	71840
3009	30934	71839
3010	30947	71834
3011	30968	71847
3012	30977	71834
3013	30990	71832
3014	31001	71822
3015	31014	71818
3016	31026	71812
3017	31037	71804
3018	31050	71798
3019	31061	71791
3020	31075	71788
3021	31088	71785
3022	31102	71783
3023	31114	71777
3024	31124	71767
3025	31137	71762
3026	31149	71755
3027	31163	71753
3028	31175	71748
3029	31186	71738
3030	31195	71726
3031	31205	71714
3032	31217	71708
3033	31229	71701
3034	31240	71694
3035	31253	71689
3036	31267	71687
3037	31281	71684
3038	31294	71682
3039	31311	71687
3040	31329	71693
3041	31345	71696
3042	31393	71772
3043	31411	71779
3044	31427	71782
3045	31447	71794
3046	31466	71804
3047	31481	71804
3048	31497	71806
3049	31510	71802
3050	31525	71801
3051	31537	71796
3052	31550	71791
3053	31557	71775
3054	31568	71766
3055	31580	71757
3056	31595	71758
3057	31606	71750
3058	31620	71748
3059	31631	71738
3060	31642	71730
3061	31654	71722
3062	31665	71714
3063	31676	71706
3064	31688	71699
3065	31700	71692
3066	31712	71686
3067	31724	71680
3068	31737	71675
3069	31750	71672
3070	31764	71668
3071	31779	71670
3072	31792	71666
3073	31809	71670
3074	31824	71670
3075	31840	71671
3076	31855	71671
3077	31867	71666
3078	31880	71660
3079	31893	71657
3080	31908	71656
3081	31920	71649
3082	31933	71645
3083	31944	71637
3084	31995	71717
3085	32005	71706
3086	32019	71703
3087	32032	71700
3088	32045	71696
3089	32065	71706
3090	32078	71702
3091	32090	71695
3092	32103	71690
3093	32114	71682
3094	32128	71680
3095	32142	71676
3096	32154	71671
3097	32167	71665
3098	32180	71661
3099	32192	71655
3100	32205	71649
3101	32217	71643
3102	32230	71638
3103	32242	71632
3104	32254	71624
3105	32268	71622
3106	32279	71614
3107	32293	71610
3108	32307	71607
3109	32319	71602
3110	32331	71595
3111	32343	71587
3112	32356	71583
3113	32366	71572
3114	32378	71564
3115	32393	71564
3116	32408	71564
3117	32420	71557
3118	32432	71552
3119	32445	71545
3120	32457	71540
3121	32468	71531
3122	32480	71524
3123	32492	71517
3124	32504	71510
3125	32519	71510
3126	32546	71535
3127	32559	71531
3128	32572	71525
3129	32585	71521
3130	32599	71519
3131	32654	71606
3132	32666	71598
3133	32690	71617
3134	32711	71631
3135	32731	71642
3136	32757	71666
3137	32777	71675
3138	32794	71679
3139	32807	71675
3140	32823	71676
3141	32841	71683
3142	32855	71680
3143	32870	71678
3144	32881	71670
3145	32895	71666
3146	32909	71664
3147	32926	71669
3148	32942	71670
3149	32959	71674
3150	32977	71680
3151	32993	71681
3152	33008	71681
3153	33054	71748
3154	33068	71743
3155	33082	71741
3156	33098	71743
3157	33110	71735
3158	33121	71726
3159	33132	71716
3160	33145	71712
3161	33158	71706
3162	33171	71701
3163	33182	71693
3164	33196	71688
3165	33209	71685
3166	33221	71678
3167	33233	71669
3168	33244	71661
3169	33255	71651
3170	33262	71633
3171	33267	71611
3172	33276	71596
3173	33283	71579
3174	33290	71562
3175	33299	71547
3176	33306	71530
3177	33314	71514
3178	33322	71498
3179	33329	71479
3180	33338	71465
3181	33349	71458
3182	33356	71439
3183	33364	71423
3184	33375	71414
3185	33388	71408
3186	33400	71401
3187	33411	71391
3188	33421	71381
3189	33464	71439
3190	33475	71430
3191	33491	71430
3192	33503	71425
3193	33510	71407
3194	33518	71389
3195	33524	71370
3196	33530	71350
3197	33538	71334
3198	33546	71318
3199	33556	71308
3200	33568	71299
3201	33579	71291
3202	33592	71286
3203	33603	71276
3204	33615	71269
3205	33628	71263
3206	33644	71264
3207	33659	71263
3208	33671	71257
3209	33683	71250
3210	33695	71242
3211	33707	71234
3212	33713	71215
3213	33726	71209
3214	33735	71196
3215	33748	71190
3216	33755	71173
3217	33787	71206
3218	33801	71204
3219	33811	71192
3220	33831	71201
3221	33846	71201
3222	33899	71280
3223	33916	71283
3224	33932	71283
3225	33947	71283
